Species,DISEASE,AGENT,TYPE,Source,Source_1,souce,Soure,type
Thunnus orientalis,Nematode infestation,Contracaecum sp.,Nematoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocylindrus filiformis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocystis crassa,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocystis katsuwonicola,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocystis ovata,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocystis semiglobularis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocystis soleiformis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocystis thynni,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocystis wedli,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymocystoides semiglobularis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymoproblema fusiforme,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymozoon filicolle,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymozoon longicolle,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Didymozoon pretiosus,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Scolex infestation,Grillotia sp.,Cestoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Nematode infestation,Heptachona caudata,Nematoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Flatworm infection,Hexostoma grossum,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Amyloodiniasis,Ichthyodinium sp. ,Dinoflagellate,"Ishimaru, Katsuya, et al. ""Ichthyodinium infection in the embryos and yolk sac larvae of Pacific bluefin tuna Thunnus orientalis."" Fish Pathology 47.4 (2012): 143-146.",NA,NA,NA,Others
Thunnus orientalis,Blood fluke infections,Kollikeria globosa,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Kollikeria reniformis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Myxosporidiosis,Kudoa shiomitsui,Myxozoa,"Zhang, Jinyong, et al. ""Myxosporean and microsporidian infections in cultured Pacific bluefin tuna Thunnus orientalis in Japan."" Fisheries Science 76.6 (2010): 981-990.",NA,NA,NA,Others
Thunnus orientalis,Myxosporidiosis,Kudoa yasunagai,Myxozoa,"Zhang, Jinyong, et al. ""Myxosporean and microsporidian infections in cultured Pacific bluefin tuna Thunnus orientalis in Japan."" Fisheries Science 76.6 (2010): 981-990.",NA,NA,NA,Others
Thunnus orientalis,Blood fluke infections,Lobatozoum multisacculatum,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Nematobothrium sp.,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Nematode infestation,Neorhadinorhynchus nudus,Nematoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Oesophagocystis sp.,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Scolex infestation,Pelichnibothrium speciosum,Cestoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Prosorhynchoides sibi,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Rhipidocotyle pentagonum,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus orientalis,Blood fluke infections,Sterrhurus imocavus,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Nematode infestation,Anisakis simplex,Nematoda,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Brachiella thynni,Copepoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Caballerocotyla goueri,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Caballerocotyla magronum,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Caligus balistae,Copepoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Caligus bonito,Copepoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Caligus coryphaenae,Copepoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Caligus minimus,Copepoda,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Caligus productus,Copepoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Scolex infestation,Callitetrarhynchus gracilis,Cestoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Capsala albsmithi,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Cardicola forsteri,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Coeliodidymocystis abdominalis,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymocystis dissimilis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymocystis reniformis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymocystis thynni,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymocystis wedli,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymocystoides bifasciatus,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymocystoides oesophagicola,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymocystoides pectoralis,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymocystoides semiglobularis,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymostoma bipartitum,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymozoon longicolle,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymozoon palati,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymozoon pretiosus,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Didymozoon thynni,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Distomum clavatum,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Euryphorus brachypterus,Copepoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Scolex infestation,Eutetrarchynchus sp.,Cestoda,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Scolex infestation,Hepatoxylon trichiuri,Cestoda,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Hexostoma acutum,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Hexostoma albsmithi,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Hexostoma dissimile,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Hexostoma thynni,Monogenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Hirudinella clavata,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Hirudinella fusca,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Hirudinella ventricosa,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Nematode infestation,Hysterothylacium aduncum,Nematoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Koellikerioides apicalis,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Koellikerioides internogastricus,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Koellikerioides intestinalis,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Koellikerioides orientalis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Kollikeria bipartita,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Kollikeria globosa,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Kollikeria orientalis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Myxosporidiosis,Kudoa thunni,Myxozoa,"Mladineo I, MiletiÄ‡ I, BoÄina I. Photobacterium damselae subsp. piscicida outbreak in cage€reared Atlantic bluefin tuna Thunnus thynnus. Journal of aquatic animal health. 2006 Mar;18(1):51-4.","Mladineo, I., Å½iliÄ‡, J. and ÄŒankoviÄ‡, M., 2008. Health survey of Atlantic bluefin tuna, Thunnus thynnus (Linnaeus, 1758), reared in Adriatic cages from 2003 to 2006. Journal of the world aquaculture society, 39(2), pp.281-289.","NA","NA",Others
Thunnus thynnus,Flatworm infection,Kuhnia thunni,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Scolex infestation,Lacistorhynchus tenuis,Cestoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Lecithaster gibbosus,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Lecithocladium excisum,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Metapseudaxine ventrosicula,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Microsporidiosis,Microsporidian sp.,Microsporidia,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Others
Thunnus thynnus,Flatworm infection,Nasicola hogansi,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Nasicola klawei,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Neohexostoma extensicaudatum,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Neohexostoma thunninae,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Oesophagocystis dissimilis,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Nematode infestation,Oncophora melanocephala,Nematoda,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Scolex infestation,Pelichnibothrium speciosum,Cestoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Pennella filosa,Copepoda,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Nematode infestation,Philometra sp.,Nematoda,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Photobacterium infection,Photobacterium damselae subsp piscicida,Bacteria,"Peric Z. Morphological and histological changes of the parenchymatous organs of bluefin tuna, Thunnus thynnus. Abstrack. InFirst International Conference on The Domestication of Tuna, Thunnus thynnus 2002 (pp. 3-5).","Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA",Bacteria
Thunnus thynnus,Blood fluke infections,Platocystis alalongae,Digenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Sealice,Pseudocynus appendiculatus,Copepoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Rhipidocotyle septpapillata,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Sibitrema poonui,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Sterrhurus imocavus,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Scolex infestation,Tentacularia coryphaenae,Cestoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Scolex infestation,Tetraphyllidean,Cestoda,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Tristomella interrupta,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Tristomella laevis,Monogenea,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Tristomella nozawae,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Flatworm infection,Tristomella onchidiocotyle,Monogenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Wedlia bipartita,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Thunnus thynnus,Blood fluke infections,Wedlia orientalis,Digenea,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.","NA","NA","NA",Parasites
Trachinotus blochii,Amyloodiniasis,Amyloodinium ocellatum,Dinoflagellate,"Ramesh Kumar, P., et al. ""Amyloodinium ocellatum infestation in the broodstock of silver pompano Trachinotus blochii (Lacepede, 1801) and its therapeutic control."" Indian Journal of Fisheries 62.1 (2015): 131-134.",NA,NA,NA,Others
Trachinotus blochii,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,"Ransangan, Julian, et al. ""Betanodavirus infection in golden pompano, Trachinotus blochii, fingerlings cultured in deep-sea cage culture facility in Langkawi, Malaysia."" Aquaculture315.3-4 (2011): 327-334.",NA,NA,NA,Virus
Trachinotus blochii,Sealice,Caligus epinepheli,Copepoda,"Sea Lice (Copepoda, Caligidae) Parasitic on Carangid Fishes of Taiwan","NA","NA","NA",Parasites
Trachinotus blochii,Cryptocaryoniasis,Cryptocaryon irritans,Ciliophora,"Luo, X. C., et al. ""Some characteristics of host–parasite relationship for Cryptocaryon irritans isolated from South China."" Parasitology research 102.6 (2008): 1269-1275.",NA,NA,NA,Others
Trachinotus blochii,Lymphocystis,Iridovirus,Virus,"Lee, Seong Wei, Musa Najiah, and Wee Wendy. ""Bacteria associated with golden pompano (Trachinotus blochii) broodstock from commercial hatchery in Malaysia with emphasis on their antibiotic and heavy metal resistances."" Frontiers of Agriculture in China 4.2 (2010): 251-256.",NA,NA,NA,Virus
Trachinotus blochii,Sealice,Lepeophtheirus spinifer,Copepoda,"Cruz-Lacierda, Erlinda R., et al. ""Parasitic caligid copepods of farmed marine fishes in the Philippines."" Diseases in Asian Aquaculture VII. Selangor, Malaysia: Fish Health Section, Asian Fisheries Society (2011): 53-62.",NA,NA,NA,Parasites
Trachinotus blochii,Sealice,Lernanthropodes trachinoti,Copepoda,"Pillai, N. Krishna. ""Three new species of anthosomid copepods parasitic on South Indian fishes."" The Journal of parasitology (1962): 613-617.",NA,NA,NA,Parasites
