Mapping parameters for Dicentrarchus labrax (European seabass),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 282),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Dicentrarchus,labrax,51.25,2.25,1500:112:1,31,11.55,34.59,1775,0.01,16
Dicentrarchus,labrax,51.25,1.75,1500:111:2,28,11.66,34.59,1859,0.01,48
Dicentrarchus,labrax,51.25,1.25,1500:111:1,17,11.66,34.59,1812,0.02,10
Dicentrarchus,labrax,51.25,0.25,1500:110:1,1,11.86,34.72,1744,0.01,0
Dicentrarchus,labrax,51.25,-4.75,7500:114:2,54,12.01,34.4,1501,0,48
Dicentrarchus,labrax,51.25,-4.25,7500:114:1,38,12.01,34.4,1459,0,14
Dicentrarchus,labrax,51.25,4.25,1500:114:1,4,11.57,33.43,2017,0.00927229,2
Dicentrarchus,labrax,51.25,-3.75,7500:113:2,44,12.29,35.18,1498,0,8
Dicentrarchus,labrax,51.75,-6.25,7500:216:3,88,12.07,34.93,1319,0,90
Dicentrarchus,labrax,51.75,3.75,1500:113:4,12,11.57,33.88,2396,0.01,14
Dicentrarchus,labrax,51.75,-2.75,7500:112:4,32,12.35,34.88,1319,0.01,3
Dicentrarchus,labrax,51.75,-5.75,7500:215:4,96,11.97,34.4,1466,0,69
Dicentrarchus,labrax,51.75,3.25,1500:113:3,24,11.57,33.88,1799,0.02,69
Dicentrarchus,labrax,51.75,-5.25,7500:215:3,28,11.97,34.4,1534,0,15
Dicentrarchus,labrax,51.75,2.75,1500:112:4,31,11.55,34.25,1732,0.00885917,90
Dicentrarchus,labrax,51.75,2.25,1500:112:3,34,11.55,34.25,1729,0.00361,90
Dicentrarchus,labrax,51.75,1.75,1500:111:4,29,11.66,34.59,1992,0.01,69
Dicentrarchus,labrax,51.75,1.25,1500:111:3,25,11.66,34.59,1488,0.03,15
Dicentrarchus,labrax,51.75,0.75,1500:110:4,12,11.86,34.59,1716,0.02,5
Dicentrarchus,labrax,51.75,-4.75,7500:114:4,23,12.01,34.4,1468,0,8
Dicentrarchus,labrax,51.75,-4.25,7500:114:3,34,12.01,34.4,1411,0,7
Dicentrarchus,labrax,51.75,-7.25,7500:217:3,83,12.37,35,1047,0,69
Dicentrarchus,labrax,51.75,4.25,1500:114:3,2,11.57,33.43,2124,0.00925529,10
Dicentrarchus,labrax,51.75,-3.75,7500:113:4,62,12.29,34.4,1443,0.0013289,3
Dicentrarchus,labrax,51.75,-6.75,7500:216:4,73,12.07,34.93,1194,0,90
Dicentrarchus,labrax,52.25,4.75,1500:124:2,3,11.33,33.43,1868,0.0078567,16
Dicentrarchus,labrax,52.25,4.25,1500:124:1,20,11.33,33.43,1972,0.01,16
Dicentrarchus,labrax,52.25,3.75,1500:123:2,26,11.27,33.88,2193,0.01,68
Dicentrarchus,labrax,52.25,3.25,1500:123:1,29,11.27,33.88,1560,0.00342833,99
Dicentrarchus,labrax,52.25,2.75,1500:122:2,37,11.2,34.25,1686,0.00115167,102
Dicentrarchus,labrax,52.25,-4.75,7500:124:2,104,11.45,34.4,1442,0,14
Dicentrarchus,labrax,52.25,2.25,1500:122:1,37,11.2,34.25,1830,0.01,68
Dicentrarchus,labrax,52.25,-4.25,7500:124:1,71,11.45,34.4,1133,0,8
Dicentrarchus,labrax,52.25,-6.75,7500:226:2,33,11.55,34.93,1330,0,9
Dicentrarchus,labrax,52.25,-6.25,7500:226:1,42,11.55,34.4,1456,0,15
Dicentrarchus,labrax,52.25,1.75,1500:121:2,22,11.17,34.25,2144,0.01,13
Dicentrarchus,labrax,52.25,1.25,1500:121:1,5,11.17,34.59,1778,0.01,1
Dicentrarchus,labrax,52.25,-5.25,7500:225:1,121,11.47,34.4,1563,0,17
Dicentrarchus,labrax,52.75,5.25,1500:225:3,14,11.26,33.49,1733,0.00664654,17
Dicentrarchus,labrax,52.75,4.75,1500:124:4,10,11.33,33.43,1861,0.00725874,16
Dicentrarchus,labrax,52.75,4.25,1500:124:3,24,11.33,33.43,2290,0.01,67
Dicentrarchus,labrax,52.75,3.25,1500:123:3,30,11.27,33.88,1678,0.0013325,121
Dicentrarchus,labrax,52.75,-4.75,7500:124:4,77,11.45,34.4,1468,0,16
Dicentrarchus,labrax,52.75,2.25,1500:122:3,32,11.2,34.25,2098,0.01,67
Dicentrarchus,labrax,52.75,-4.25,7500:124:3,60,11.45,34.4,1352,0,14
Dicentrarchus,labrax,52.75,-6.25,7500:226:3,24,11.55,34.4,1575,0,6
Dicentrarchus,labrax,52.75,1.75,1500:121:4,20,11.17,34.59,2087,0.01,12
Dicentrarchus,labrax,52.75,1.25,1500:121:3,8,11.17,34.59,1498,0.01,1
Dicentrarchus,labrax,52.75,-5.75,7500:225:4,52,11.47,34.4,1441,0,50
Dicentrarchus,labrax,52.75,-5.25,7500:225:3,107,11.47,34.4,1319,0,67
