Mapping parameters for Chanos chanos (Milkfish),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 344),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Chanos,chanos,11.25,79.75,1107:219:2,52,28.54,33.65,1477,0,8
Chanos,chanos,11.25,75.75,1107:215:2,3,28.58,34.5,1729,0,17
Chanos,chanos,11.25,72.75,1107:112:2,1021,28.68,35.08,647,0,26
Chanos,chanos,11.25,122.25,1112:112:1,113,28.43,33.86,657,0,5
Chanos,chanos,11.25,-85.75,7108:215:2,99,28.01,33.31,482,0,10
Chanos,chanos,11.75,79.75,1107:219:4,17,28.54,33.65,1366,0,11
Chanos,chanos,11.75,43.25,1104:113:3,275,28.47,36.38,1386,0,22
Chanos,chanos,11.75,122.75,1112:112:4,356,28.43,33.97,926,0,23
Chanos,chanos,11.75,-86.75,7108:216:4,83,28.03,33.61,752,0,26
Chanos,chanos,12.25,54.25,1105:124:1,633,26.73,35.72,906,0,24
Chanos,chanos,12.25,120.25,1112:120:1,54,28.66,33.47,444,0,22
Chanos,chanos,12.75,45.25,1104:225:3,433,28.4,36.34,1223,0,26
Chanos,chanos,12.75,124.25,1112:124:3,96,28.52,34.4,512,0,20
Chanos,chanos,12.75,121.75,1112:121:4,381,28.52,33.97,622,0,26
Chanos,chanos,12.75,100.75,1110:120:4,20,29.07,30.21,979,0,24
Chanos,chanos,12.75,99.75,1109:229:4,13,28.95,30.21,1201,0,1
Chanos,chanos,13.25,80.25,1108:130:1,36,28.58,31.54,1054,0,10
Chanos,chanos,13.25,144.75,1114:134:2,1431,28.59,34.54,172,0,25
Chanos,chanos,13.25,-89.25,7108:239:1,63,29.06,33.58,708,0,26
Chanos,chanos,13.25,-87.75,7108:237:2,39,28.86,33.5,1166,0,18
Chanos,chanos,13.75,144.75,1114:134:4,1623,28.59,34.54,159,0,26
Chanos,chanos,13.75,120.75,1112:130:4,319,28.73,33.4,532,0,23
Chanos,chanos,13.75,-91.25,7109:131:3,65,29.37,33.43,980,0,26
Chanos,chanos,14.25,120.75,1112:140:2,49,28.8,33.45,1068,0,13
Chanos,chanos,14.75,121.25,1112:141:3,1,28.75,33.95,479,0,1
Chanos,chanos,14.75,120.75,1112:140:4,12,28.8,33.45,1115,0,15
Chanos,chanos,15.25,145.75,1114:455:2,949,28.49,34.75,165,0,26
Chanos,chanos,15.75,39.25,1103:459:3,9,29.1,37.27,871,0,4
Chanos,chanos,15.75,-97.75,7109:457:4,2555,28.74,34.04,804,0,26
Chanos,chanos,15.75,95.75,1109:455:4,23,28.61,28.81,1577,0,25
Chanos,chanos,16.25,73.25,1107:363:1,40,28.5,35.47,2059,0,25
Chanos,chanos,16.25,-103.25,7110:363:1,3479,28.4,34.1,414,0,247
Chanos,chanos,16.25,-95.25,7109:465:1,22,28.19,33.93,971,0,8
Chanos,chanos,16.25,-94.75,7109:364:2,34,28.18,33.79,1174,0,13
Chanos,chanos,16.25,-94.25,7109:364:1,26,28.18,33.79,866,0,8
Chanos,chanos,16.75,82.25,1108:362:3,75,28.46,30.04,1721,0,11
Chanos,chanos,16.75,-99.75,7109:469:4,705,29.1,34.06,907,0,17
Chanos,chanos,17.75,-101.75,7110:371:4,795,28.52,34.06,866,0,19
Chanos,chanos,18.25,84.25,1108:384:1,237,28.25,30.62,1586,0,23
Chanos,chanos,18.25,145.75,1114:485:2,2288,28.21,34.93,191,0,26
Chanos,chanos,18.25,106.25,1110:486:1,39,26.49,32.45,1166,0,14
Chanos,chanos,19.25,166.75,1116:496:2,3588,27.35,35.04,172,0,26
Chanos,chanos,19.25,37.25,1103:497:1,22,28.61,37.86,961,0,8
Chanos,chanos,19.75,-155.25,7115:495:3,231,25.47,34.91,247,0,3
Chanos,chanos,19.75,-105.75,7110:495:4,2002,27.15,34.63,817,0,79
Chanos,chanos,19.75,-105.25,7110:495:3,378,27.15,34.63,1085,0,15
Chanos,chanos,19.75,85.25,1108:495:3,146,28.12,28.69,1478,0,4
Chanos,chanos,20.25,39.25,1203:209:1,504,28.81,38.66,712,0,92
Chanos,chanos,20.25,110.25,1211:100:1,10,25.54,33.9,1507,0,15
Chanos,chanos,20.25,58.25,1205:208:1,38,26.18,35.97,2642,0,23
Chanos,chanos,20.25,-110.25,7211:100:1,2941,25.39,34.52,388,0,175
Chanos,chanos,20.75,37.25,1203:207:3,82,28.36,39.18,945,0,16
Chanos,chanos,20.75,-105.75,7210:205:4,699,26.98,34.68,815,0,26
Chanos,chanos,20.75,-156.75,7215:206:4,259,25.41,34.93,191,0,21
Chanos,chanos,20.75,-156.25,7215:206:3,524,25.41,34.93,242,0,14
Chanos,chanos,21.25,110.75,1211:110:2,12,25.18,33.9,614,0,19
Chanos,chanos,21.25,109.25,1210:219:1,10,25.16,32.66,592,0,25
Chanos,chanos,21.25,-158.25,7215:218:1,2368,25.38,34.88,239,0,24
Chanos,chanos,21.25,-157.75,7215:217:2,404,25.26,34.88,253,0,22
