Mapping parameters for Scophthalmus rhombus (Brill),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 451),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Scophthalmus,rhombus,53.25,2.25,1500:132:1,31,10.75,34.38,1791,0.00152667,98
Scophthalmus,rhombus,53.25,5.25,1500:235:1,16,10.95,33.49,2299,0.00594417,16
Scophthalmus,rhombus,53.25,1.75,1500:131:2,30,10.6,34.59,1910,0.00490083,89
Scophthalmus,rhombus,53.25,1.25,1500:131:1,25,10.6,34.59,1468,0.01,83
Scophthalmus,rhombus,53.25,0.75,1500:130:2,23,10.25,34.56,1405,0.02,50
Scophthalmus,rhombus,53.25,0.25,1500:130:1,18,10.25,34.56,1290,0.02,8
Scophthalmus,rhombus,53.25,-6.25,7500:236:1,7,11.25,34.16,1370,0,3
Scophthalmus,rhombus,53.25,-10.75,7501:130:2,119,11.92,35.22,842,0,67
Scophthalmus,rhombus,53.25,-5.75,7500:235:2,42,11.07,34.16,1702,0,50
Scophthalmus,rhombus,53.25,4.75,1500:134:2,17,10.95,33.77,2016,0.01,16
Scophthalmus,rhombus,53.25,-4.75,7500:134:2,42,10.98,34.16,1581,0,16
Scophthalmus,rhombus,53.25,4.25,1500:134:1,25,10.95,33.77,1807,0.00408167,67
Scophthalmus,rhombus,53.25,-4.25,7500:134:1,17,10.98,34.16,1291,0.01,8
Scophthalmus,rhombus,53.25,3.75,1500:133:2,27,10.85,34.11,1531,0.0015125,100
Scophthalmus,rhombus,53.25,-3.75,7500:133:2,53,10.87,34.16,1181,0.03,6
Scophthalmus,rhombus,53.25,3.25,1500:133:1,28,10.85,34.11,1897,0.00110833,133
Scophthalmus,rhombus,53.25,-3.25,7500:133:1,38,10.87,34.16,1178,0.12,5
Scophthalmus,rhombus,53.75,2.25,1500:132:3,34,10.75,34.38,1279,0.00091583,149
Scophthalmus,rhombus,53.75,6.75,1500:236:4,20,10.78,32.95,1786,0.01,16
Scophthalmus,rhombus,53.75,6.25,1500:236:3,18,10.78,32.95,1666,0.01,66
Scophthalmus,rhombus,53.75,5.75,1500:235:4,22,10.95,33.49,1635,0.01,89
Scophthalmus,rhombus,53.75,1.75,1500:131:4,30,10.6,34.59,1304,0.00124917,127
Scophthalmus,rhombus,53.75,5.25,1500:235:3,29,10.95,33.49,1608,0.00413833,89
Scophthalmus,rhombus,53.75,1.25,1500:131:3,30,10.6,34.59,1409,0.0025125,97
Scophthalmus,rhombus,53.75,0.75,1500:130:4,30,10.25,34.56,1470,0.01,66
Scophthalmus,rhombus,53.75,0.25,1500:130:3,19,10.25,34.56,1617,0.02,15
Scophthalmus,rhombus,53.75,-6.25,7500:236:3,22,11.25,34.16,1208,0,8
Scophthalmus,rhombus,53.75,-10.25,7501:130:3,46,11.92,35.22,991,0,16
Scophthalmus,rhombus,53.75,-5.75,7500:235:4,53,11.07,34.16,1334,0,49
Scophthalmus,rhombus,53.75,-5.25,7500:235:3,79,11.07,34.16,1292,0,82
Scophthalmus,rhombus,53.75,4.75,1500:134:4,30,10.95,33.77,1505,0.00181833,89
Scophthalmus,rhombus,53.75,-4.75,7500:134:4,53,10.98,34.16,1350,0.01,89
Scophthalmus,rhombus,53.75,4.25,1500:134:3,31,10.95,33.77,1371,0.00142917,98
Scophthalmus,rhombus,53.75,-4.25,7500:134:3,75,10.98,34.16,1319,0.01,89
Scophthalmus,rhombus,53.75,3.75,1500:133:4,32,10.85,34.11,1214,0.00101333,119
Scophthalmus,rhombus,53.75,-3.75,7500:133:4,96,10.87,34.16,1593,0.02,66
